제목,내용,게시자,게시날짜
"스스로 불러온 재앙, 꾸준히 리딩 ~그 첫 번째~","앞에 [스불재]를 붙인 이유는, 글을 올리거나 안 올리거나 꾸준히 다이스와 타로로 소통을 하든 데일리를 보든 하기로 자신과 약속했기 때문이에요. 또 작심삼일 하면 이젠 몰루겠다~ 싶지만 그러지 않게 최선을 다하려고요 ㅎㅎ",행운별 마을 - 마녀와 마법을 위한 공간,2023.10.23.
이번주 스케줄입니다!,ㅋㅋ 스불재 데이 수요일 영도데이 열어달라하셔서 영상도네 초당10으로 낮춰놓을게요! 금요일 저챗하다가 롤할거예요! 솔직히 금토일 솔랭 안하는편인데.. 과연.. 일요일은 랜덤으로 미유가 출몰할게요! ㅎㅎㅎ 요 며칠 텐션 갖다박아서 미안해요! 그래도 항상 사랑해요.....,미유의 벚나무 숲,2023.10.23.
합작 갈아엎는 중..,비행미쿠 너무 맘에 안들어서 러프부터 다시 시작하는 중.... 이게 바로 스불재....? 기왕 엎은거 전신으로 그리렵니다 일단 최대한 이번주내로 완성 목표 중입니다..이후론 그림 그릴 시간이 없네요ㅜㅡㅜ,그려봐요 메리마의 숲,2023.10.23.
3시간컷,스불재 성공했습니다 역시 최고의 노동요 싸이코드,싸이코드 팬카페,2023.10.22.
투어 자종 및 베이직 사담,여전히 스불재는 똑같았고요 다밀엇어요 ^^ 진짜 투어너무진빠진다 더블명함도 따드렸습니다~ 베이직도 명함이 코앞이네요 요즘 또 반앙태기와서 베이직도제대로안뛰고... 다음하코는 누굴까요 근데 15일부터 할로윈하코왔으니 높은확률로 에덴할로윈 가능성을 생각함니다....,앙상블스타즈!! 공식 카페,2023.10.22.
9월,돈에 눈이 멀어 지옥같은 스케줄을 감행함 알바-학원-알바 당연히 밥 먹을 시간 조차 없었음 걍 스불재임^_^ 아므튼 꿀같은 퇴근을 하고 언니들을 만나서 걸신들린 듯이 먹어줌 뇨끼 진짜 미친놈 소스뭍은 그릇 햝고 싶은데 참았음 서여니야 생일 축하해 이날 걍 굶어서...,B,2023.09.30.
프로세카 리더즈!,스불재를 하며 이때까지 오지 못한 이유입니다.. 좋은 기회로 행사참여를 하게되었거든요..uu 그래서 정말 열심히 시험 준비와 동시에 그림을 그린 지난날이 아련하게 떠오르네요 ㅋ큐ㅠ 아무튼 시간 되시는 분들은 놀러오셔요:) 간식..이라도 준비해두겠습니다.. (이걸 말해도...,네오아카데미,2023.09.30.
내 사진 많음 주의,엄마 생일 축하해~~ 아 케이크 진심 텅텅비어보이네 저거 45000원인데 엄마가 2조각을 먹었고 내가 4조각을 먹었다 얌전강아지 저 귀가 너무 보기싫어서 내가 짤라버렸다 그리곤 전 가득 하... 내가 왜 한다고 했을까? 그래도 맛있었으니 됐다 진심 완~~~전 마싯었음...,⠀,2023.09.30.
당일치기 강릉여행기 (1) 가벼운 계획/동화가든/툇마루커피 - 3년 숙원사업 드디어 끝!,20년부터 시작된 여행 목표 이 여행의 계기부터 구구절절함 일단 7월 9일에 갔다왔는데 7월 5일에 가기로 확정이 났고 7월 7일쯤?에 11일에 해외여행 가기로 확정이 나서 엄청 바빴다 () . 한 몇 년째 특정 친구(?)와 언젠가 강릉을 가자고 기약해놓고 당최 갈만한 찬스가...,Never fades out,2023.09.30.
૮꒰ིྀ˶꜆´ ˘ `꜀˶꒱ིྀა,최저 우우 ~~~ 이번달 진짜 레전드 한거없읔ㅋㅋ ㅠㅠ 2023년 빨리 지나가길 최악!!!!! 10월부터 다시 지옥으로 들어가기로 다짐했다 스불재 열심히 살아야지 그 누구보다…. 다음달은 안쓸듯 11월 블로그에서 다시봅시다앙 여러분들은 저처럼 정신병 걸리지 마시길 그럼 안뇽,君だけが知る静寂,2023.09.30.
난 너의 세상을 함께 듣고 싶어,결제하다 한달 동안 잘 부탁드려요 이동욱오빠삼촌아저씨 걸어서 스불재 속으로 아니 이거… 저녁 준다고 6시까지 오라고 해놓고 30분이나 딜레이되고 아는사람 1나명도 없어서 혼자 밥먹을때 넘 집가고싶었는데 막상 시작하니까 글케 힘들지도 않았고 같은 조인...,17171771,2023.09.30.
[마감]뉴 그림체로 고퀄 리퀘,"리퀘를 받아요 (슈퍼짱짱 스불재) 아 전에 받은건 조금씩 그리는 중입니당 퀄리티와 그림체는 털표현&명암너서... 좋은퀄로! 뽑기할거 같지만 너무 좋은 아이가 있다면 취맄(흠흠) 양식- 선덧 가능하고요, 안 지킬 시 패스합니당 이름. 성별. 외모사진(전신). 성격. 기타....",☆글로리의 하찮은 그림블☆,2023.09.30.
우리의 사랑은 여름이었지,스불재 미친 하면서 자려했는데 실수한 음료 퍼먹었더니 잠도 안 왔음. 9월 29일 퀭한 눈으로 있다가 일찍 나와줄 수 있냐는 연락을 받다. .... 눈물이 처 나오다. 힘들어요. 힘들다고. 진짜 어제보다 배로 힘들었음. 사유 : 미들알바 잠수탐.ㅋ 3명이서 일 할 거를 2명이서...,:],2023.09.30.
[공유=] 이모지 연성 [Close],안녕하세요..스불재를 가져온 리범입니다... 일단.. 제가 최근이 세개를 가지고 연성을 했죠? 이게 제 최애 임티 3개거든요. 그래가지고 생각한것... 당신들의 최애 임티 3개를 가지고 연성하기. 이름하야- 이모지 연성-! 예 이름 개구리죠? 간단하게 당신들의 최애 임티 3개를...,김시폰 찬양교,2023.09.30.
태국 여행 절망편 2 | 트립닷컴 후기 | 호텔 예약 실패 당하기,"엔젤 저건 스불재였지만 앞으로 있을 일은 내 탓 아니다. 나는 여행에서 항공, 숙박 모두 트립닷컴을 이용했다. 한번에 큰 금액을 내야하고 항공권 같은건 믿을 수 있는 큰 업체에서 결제하고 싶었다. 트립닷컴은 본사가 싱가포르에 있길래 글로벌 기업 맞네, 싶었다....",누아 내돈내산 탐방일지,2023.09.30.
[월간 성장일기] 2023년 9월,"8월 말 인턴 일이 이렇게 많을 줄 모르고 덜컥 대회에 신청해버린 나를 3주동안 원망하며 '스불재'라고 했지만 막상 대회 다녀온 후에는 지원하길 너무 잘했다는 뿌듯함이 들었다! 하, 이거 또 풀 이야기 많은데 그래도 10월 3일까지 연휴니까 블로그에 쓸 수 있는데까지...",소은날 성장하기 좋은날,2023.09.30.
안될거 예상하고하는 스불재(공놀),이거 공감 50되면 그려올게요 언제가 될진 모르지뫈 (일부로 안도ㅣ게하기 흐흐) 공유 소환 가능으로,오늘도 물 흐르듯 흘러갔으면,2023.09.30.
얼렁뚱땅 블로그 NO.28,ㅋ... 23.9.30 드디어 집 간다...!!! 땅콩이 보러 간다!! 우리 땅콩이... 3일 동안 혼자 있었어.. ㅎ 기여워 기여워!!!!!!!!! 쓰다보니 두서 없이 막 쓴 거 같은데 이해를 해주시길 부탁드리며... 글로 쓰기에는 다 담을 수 없었어...ㅎㅅㅎ 이제 처리해야징~~~ 안뇽~~,천방지축 어리둥절 빙글빙글 돌아가는 짱주의 하루,2023.09.30.
스불재,스불재 해볼까요..? 그니까 공감 몇이되면 그림 그려오는걸로..,오늘도 물 흐르듯 흘러갔으면,2023.09.30.
g월,대왕 돼지 매주 수요일=스불재 스토리텔링 적៖ 못해서 질질 짰는데요 그래도 꾸역꾸역 꾸미고 감. 이유는 단지 하나. 이쁜 외국언냐들과 친구먹어야함 결과는 성공적 내 인스타 따감 같이 앉아서 수업듣고 과제두 하고 행복했다~~~ 드뎌 적응성공 교수님 주무시면 안대요...,아무 생각 없음,2023.09.30.
"[호주 워홀 일기] 백팩커스 후기, R4W 화이트카드, 워킹헤이츠, 퍼스 펍 추천 / 호주 1주차 , 퍼스 1주차",증맬루다가 스불재의 축복이 끝이 없는것 그래도 열심히 일주일마다 블로그 발행될 예정이니 기대해 주십셔 이 글은 아마 생활 위주의 기록이 될 것 같고 정보글들은 그대호 호주 워홀 시리즈에서 다룰예정..! 물론 정보글을 쓰는데 더 오래걸려서 그럼 기록 시작~~~ 9/19-20...,지잉의 일상기록기,2023.09.30.
9년전의졸업,4학년 때 잘 살았구나ㅋ 우하하 공부도 열시미 햇그나~~~ 20번 이미 사귀고 있음 난 아무것도 모르고(눈치 더럽게 없어서) 졸업식 끝나고 친구들이 말해줘서 알았다ㅋㅋㅋㅋㅋㅋ멍청~ 두시간 반 잘 수 있다 스불재야 추팔 끝,미지의세계,2023.09.30.
전자출판기능사 총3종 기능사 필기를 한번에 따버리는 스불재인간이 있다?!20230924,는 바로 저였구요.... 일단 시험보고 화면에 바로 뜨는 결과상으론 컴그 71.66 웹디 66.66 출판 71.66 으로 세과목 모두 무난히 합격했습니다~~ 고득점은 아니니 후기볼때 참고하세용 네시간 넘게 머무르느라 힘들었음....ㅠㅠ 사실 GTQ 공부하면서 그냥 아예 기능사까지...,눝눝누뤁눝,2023.09.30.
푸리나 존버 1일차 스불재,0뽑 -> 5뽑 하루 평균양 3뽑 모으면 푸리나 확천이거든? 지금 스택 진짜 제로 ㅋㅋㅋㅋㅋ 스불재 일기라도 올려야 중간에 원신 안 접지 흑흑 느비가 너무 탐나서 결국 뽑고 푸리나까지 챙기려는 스불재! 깔깔,원신 공식카페,2023.09.30.
반천 느비,(안읽어도됌)좋아스불재야낄낄원래푸리나뽑으려다가물대포쏘고싶어서걍반천만보자하고뽑았는데나왔어행복해근데이제푸리나뽑으려면빡세짐그래도지금의내가행복하니까 신난다 반천 81,원신 공식카페,2023.09.30.
9월 마지막 음주간일기 ><,"다나까 상이랑 마취총 드립에 숨넘어갈 뻔 쉬는 날에 병원 다녀옴 엉덩이 근육주사가 너무 아파서 트월킹 춤 ㅜㅜㅜ 아파요 ㅠㅠㅠ 오래간만에 잔잔 조짐 요즘 새로가 깔끔하니 맛있더라 유리컵에 손 찔려서 두 바늘이나 꿰맴 힝 ㅜ ,,, 아 진짜진자ㅜ술 그만먹어야지",유니블록흐 (다이어트 포기,2023.09.29.
BAC 부천아트센터,그저 공연장 규모를 찍고싶었을 뿐인데 모자이크 지옥이 시작된 스불재..... 생각해보니까 앞에 공연이랑 이번공연 둘 다 시간에 쫓겨서 입장했었다. 앞번 공연은 그래도 목차를 봤었는데 이 공연은 그냥 타이틀 오르간만 보고 예매했었던거라 목차도 안봤었다. 인상에 많이...,-,2023.09.29.
[도쿄여행] 드디어 블챌 끗!ㅋㅋ 벌써 1년 도쿄의 가을 사진 털기,"엊그제도 적었던 것 처럼 스불재입니다 네에...ㅎ 작년에 도쿄 다녀온 게 벌써 거의 1년이라는 게 세상에... (I believe ~in you~~ -그거아님-) 결국 브이로그는 만들지 못했고 블로그에 기록조차 못했는데, 모든 방문지를 기록할 필요는 없으니 블챌 끝나면 힘 좀 빼고 하던대로...",도랄라몽의 보편적다락방,2023.09.29.
하나부터 열까지 다 사랑받지 못한데도 싫지 않아,스불재임 걍 저러고 오전 7시까지 1시간마다 깸 암튼 잠봉뵈르 시켜서 먹었어요 무사 전달도 했어요 넘 심심해서 원두로 별 그리기 뚱인데욥? 너무...너무 예쁘게 잘 만들어서 사진 찍음 ㅎㅎ 친구들 집에 놀러오기 D-1 갑자기 컬리 주문을..?? ㅈㅅ 여기서 끊지 않으면 ㄹㅇ...,내킬 때만,2023.09.29.
낭만을 담아!!,스불재 ㄹㅈㄷ여서 놀 시간도 없었구 너무 바빴음 !! 그래도 꾸역꾸역 시간내서 놀러다니는.... 근데 이제 좀 여유로워졌다 그동안 많은 일들이 있어써요ㅋㅋ 인생 노잼시기 와서 심심해 뒤질뻔;; 그래서 재밌는 일들을 쉬지 않고 찾아다님 인생이 재미없으면 재밌는 일을...,playthesong,2023.09.29.
8월 일기,스불재라고 좀 벌려놓은게 많아서 9월 한달 정신줄도 제대로 잡지 못한채 이리저리 실려다니던 나날은 끝....이 나진 않았지만 말이죠. 각설하고 8월 두둥등장! 8월은 건강검진과 함께 해보았습니다. 전날 6시인가 7시부터 물도 못마시고 굶어서 위장 안놀라게 검진끝나고...,"L sagt,",2023.09.29.
어떻게 택시 기사님부터 은섭?!,다 스불재입니다 .. ᵔࡇᵔ 리피트 타고 공항 가는데 너무너무 예뻣던 .. 아니 근데 갑자기 공항 가고 잇는 길이엇는데 비상이다 .. 구라가 아니라 저 메시지 보자마자 일본 기차 안에서 오열하는 여자 1 됏어 .. 근데 옆에서 개쪼개면서 영상 찍음 이게 바로 멍떤 여자 진짜...,내 여린 마음으로 피워낸 사랑을 너에게 꺾어줄게,2023.09.29.
[운동일지/식단기록]230929(금): 등산,"했더니 그러재요 ㅎㅋㅋㅋ 길밀려...^^ 스불재 #등산 추석에 할거없으니까 산 갔다오자고 했더니... 너무 힘들었어......... 난 그냥 가볍게 소풍갈줄알았는데..... 하계산, 부용산 올라가기 시작할 땐 미세먼지 너무 자욱했는데 다 올라가니깐&하산할 때는 맑았당 MEMO...",둉알둉알 둉로그,2023.09.29.
좋은 추석 보내시고 계신가요?,이번 추석 리퀘는 제가 그리던 걸 우선 다 끝내야 시작할 것 같네요...스블재라 죄송합니다. 추석 연성을 스불재로 5장 정도를 하느라 시간이 없는데 다른 것도 좀 쌓였어요 연휴 끝나기 전에 끝내는 것이 목표입니다. 우선 트위터에 올려둔 거 공개된 것만 올리고 갑니다아,커미션나라 ★ 글.그림.만화.애니.캐릭터.로고.디자인 외주제작,2023.09.29.
다뉴브 강을 메워야,*진심이 아닙니ㄷㅏ ⚠️ 내 사진 개~~~많음 주의 부다페스트에서 진짜 사진 많이 찍었어... 근데 글도 개많음 TMI TMT TMP(Too much pictures라는 뜻) 주의 2023. 01. 28. SAT 프라하역에 가기 위해 지하철을 탑니당... 프라하-부다페스트는 야간열차를 타고 이동했다! 3인실을 예약했는데...,블로그 100만원에 팝니다,2023.09.29.
세븐틴 빙의글 -1n년지기 친구들과 함께 살게 되었다.-,"스불재 스불재. 내가 왜 그랬을까? 이게 이사현장이야 지옥현장이야. 서명호랑 이석민이랑 김민규가 도와줘서 살았지만, 이걸 나 혼자 할려했으면 돈도 더 깨지고, 내 몸과 멘탈도 같이 깨졌을 것이다. ""와 감여주 짐 은근 많네."" -민규 김민규가 짐을 빈방에 옮기며 말했다....",마카롱간장게장김치찌개,2023.09.29.
"230903~230905 2박3일 홍콩 여행_1_인천 공항 스카이 허브 라운지, 제주항공, 홍콩 공항, 옥토퍼스 카드...",거였는데 스불재 이번엔 짧게 타고 내려서 1층에 있었다 실내가 뭔가 생선 몸통에 들어와있는 느낌 제대로 숙소 근처에 내렸는데 배도 고프고 목도 말라서 바로 버블티 사러 갔다 silk 구글맵에서 봤을 때 평점이 높았던 거 같고 이후 여행 중에도 여러 번 봤던 체인점이었다...,보고듣는,2023.09.29.
9월 마지막 주 모음집,고는 졸연 때 생성해놓은 스불재 처리중 추석 연휴 그냥 같은 날들일 뿐입니다 9월 마지막 주 귀여운 순간 1. 우리엄마랑 강아지 짱귀 2. 엘베 기다리면서 캔디랑 친한척 하기 3. 청주 한씨 모임 - 울 한 권사 ㄹㅇ 청주한씨 캔디는 청주 출생 추석이라 그런지 달이 아주...,고씨의 기록장,2023.09.29.
플레이브 덕질후기) 아돌라 콘서트 다녀온지 내일로 일주일,영상에 넣는 거 깜박한 사진이나 내용은 아래에다가 써봄 5시40분에 일어나야되는데 이날 짐챙기고 어쩌고 하느라 새벽 2시반쯤 잠들었더니 4시간만에 푹 자고있는데 알람 울리니까 진짜 괴롭더라 스불재 스불재... 하면서 깸ㅋㅋ 서울 사람들은 좋겠다 지금도 자고 있겠지...,좋아하는 거 올리는 블로그! 불펌 금지,2023.09.29.
